iter	Logloss
0	0.2981273789
1	0.2353374382	2	0.199536009333	0.186147769444	0.180991095555	0.179453202666	0.175363927777	0.173592676888	0.172543113999	0.1715293681110	0.1701317791111	0.1695408651112	0.1695197611313	0.1688923411414	0.1686769311515	0.1681432911616	0.1681432817	17	0.1677496318	18	0.1673052919	19	0.1670638220	20	0.1661192221	21	0.1647997222	22	0.1646643223	23	0.1642076224	24	0.1640210225	25	0.163540122626	0.1633812122727	0.1632334222828	0.1621017229	29	0.1614132330	30	0.1610345331	31	0.1607894332	32	0.1598898333	33	0.1598387334	34	0.1595680335	35	0.159428233636	0.1587455373737	0.1577990338	38	0.157477439	039	0.157399740	040	0.156885041	041	0.156495042	042	0.156229143	43	0.1560229344	44	0.1558969845	45	0.15565566446	0.1553583904447	0.1550742364448	0.1542065249449	0.154020325050	0.1539539725151	0.1531408145252	0.1525328315353	0.1522143654	54	0.1520725055	55	0.1515520456	56	0.151346157	557	0.150435558	558	0.149941059	559	0.149387960	660	0.14893361	0661	0.14823762	0662	0.14793963	0663	0.14739464	0664	0.14673365	0665	0.14653666	0666	0.14615467	0667	0.14607268	0668	0.14581769	0669	0.14561570	0770	0.14520171	0771	0.14501072	0772	0.14476973	0773	0.14429574	0774	0.14409475	0775	0.14358476	0776	0.14328777	0777	0.14319978	0778	0.1429079	0.779	0.1427599825
5
