iter	RMSE
166	0.1500214726
167	0.1495227713
168	0.1488447798
169	0.1481876231
170	0.1475891163
171	0.146909451
172	0.1463223153
173	0.1457602668
174	0.1450709551
175	0.1445967131
176	0.1441187394
177	0.1437872722
178	0.1430251701
179	0.1422808127
180	0.1417085359
181	0.1412144696
182	0.1408342524
183	0.1405049424
184	0.1400403114
185	0.1395420182
186	0.1390446218
187	0.1384377582
188	0.1378635379
189	0.137543376
190	0.1370569182
191	0.1364301574
192	0.1359198887
193	0.1351562089
194	0.1345668886
195	0.1341072056
196	0.133725064
197	0.1332611094
198	0.132731733
199	0.1322024206
200	0.1317938636
201	0.1314331845
202	0.1306369467
203	0.1300852746
204	0.129659582
205	0.128996716
206	0.1284762943
207	0.1277615541
208	0.1274830057
209	0.1269101826
210	0.1266045897
211	0.1260966905
212	0.1256117674
213	0.1249935444
214	0.1243596755
215	0.1240156366
216	0.1232765532
217	0.122834012
218	0.1223840775
219	0.1220782257
220	0.1217329551
221	0.1212297367
222	0.1204889155
223	0.1202678764
224	0.1196400675
225	0.1188944641
226	0.1182991248
227	0.1176116012
228	0.1169417647
229	0.1165331988
230	0.1163804887
231	0.1160179654
232	0.1157108046
233	0.1152018523
234	0.1148412908
235	0.1145554638
236	0.1142250087
237	0.113590723
238	0.1130681026
239	0.1124359412
240	0.1120670004
241	0.111689752
242	0.1111877967
243	0.1106360364
244	0.1100973505
245	0.1095009325
246	0.1090585093
247	0.1087997639
248	0.1082957089
249	0.1078184595
250	0.1071336078
251	0.1066988217
252	0.106143784
253	0.1058712576
254	0.1053468558
255	0.1050310588
256	0.1046359965
257	0.1042237543
258	0.1037669448
259	0.1033278185
260	0.1027766379
261	0.1021780524
262	0.1016730261
263	0.101237362
264	0.1006728769
265	0.1002297667
266	0.09996444418
267	0.09946131686
268	0.09908563145
269	0.09858624985
270	0.09822657595
271	0.09803480699
272	0.09756245911
273	0.0970937716
274	0.09672040374
275	0.09642795952
276	0.09617652064
277	0.09557346263
278	0.09516610888
279	0.09493343703
280	0.09438960387
281	0.0940281818
282	0.09347030859
283	0.09321915923
284	0.0928642254
285	0.09244422198
286	0.09226061098
287	0.09174003987
288	0.09151126693
289	0.09142013084
290	0.09104666138
291	0.09056605605
292	0.09038998355
293	0.09023473591
294	0.08983070774
295	0.08968740905
296	0.08954082891
297	0.08935323961
298	0.08921171623
299	0.08900637871
300	0.08861070034
301	0.08853665446
302	0.08833748991
303	0.08813887325
304	0.08771517517
305	0.08738469675
306	0.08699364684
307	0.08691408775
308	0.08634688622
309	0.08608779684
310	0.08591385289
311	0.08584520892
312	0.08530429736
313	0.08522747569
314	0.08485705747
315	0.08438088071
316	0.0840190036
317	0.08362406037
318	0.08340907838
319	0.08319155966
320	0.08301191759
321	0.08258991665
322	0.08232706396
323	0.08202937664
324	0.08188852379
325	0.0816599628
326	0.08139622274
327	0.0813232282
328	0.08098881247
329	0.08054078867
330	0.08010395267
331	0.07990865021
332	0.07984202533
333	0.07941249841
334	0.07901666429
335	0.07848346531
336	0.07806338103
337	0.07759087756
338	0.07744160577
339	0.07723821449
340	0.07680709298
341	0.07634663103
342	0.07602113918
343	0.0757978886
344	0.07536575804
345	0.07486859593
346	0.07446995402
347	0.07398942512
348	0.07361634185
349	0.07339259112
350	0.07319853943
351	0.07287828719
352	0.07282414089
353	0.07236190789
354	0.07230816095
355	0.07188334919
356	0.07182199629
357	0.07164429878
358	0.07123557057
359	0.07090311223
360	0.07050229602
361	0.07031079567
362	0.06996515147
363	0.0699106746
364	0.06944899253
365	0.06916572252
366	0.06883323506
367	0.06852152266
368	0.0681871276
369	0.06782321902
370	0.06742242125
371	0.06712347597
372	0.06682405519
373	0.06644615811
374	0.06609459133
375	0.06606268446
376	0.0659412967
377	0.06557017264
378	0.06534204901
379	0.06513892353
380	0.06491245447
381	0.06453005633
382	0.06449457685
383	0.06412001681
384	0.06370810714
385	0.06330282284
386	0.06304490816
387	0.06295622375
388	0.06258921231
389	0.06218585778
390	0.06201604594
391	0.06194471438
392	0.06189081252
393	0.06158531677
394	0.06139970381
395	0.06108645452
396	0.060642994
397	0.06059671406
398	0.06041987619
399	0.05995572008
400	0.05974037534
401	0.05939851647
402	0.05910629246
403	0.0588678055
404	0.05864975259
405	0.05832491511
406	0.0581692167
407	0.05805572424
408	0.05789150793
409	0.05760142866
410	0.0572842394
411	0.05691356632
412	0.05662898829
413	0.05647447437
414	0.05628058905
415	0.0560619882
416	0.05572399599
417	0.05533628466
418	0.05498921827
419	0.05475716438
420	0.05442163836
421	0.05410089694
422	0.0538762624
423	0.05367936472
424	0.05353643416
425	0.05325019704
426	0.05302216428
427	0.05298082971
428	0.0527759802
429	0.05255283709
430	0.05244628865
431	0.05222958641
432	0.05203220279
433	0.05190166685
434	0.05173072693
435	0.05169805586
436	0.05135151835
437	0.05132212849
438	0.05093397031
439	0.05062730649
440	0.05038905983
441	0.05029531911
442	0.05010934468
443	0.05001225729
444	0.04972954779
445	0.04956088509
446	0.04924754856
447	0.04899795403
448	0.04869672424
449	0.04853877255
450	0.04841069462
451	0.04824871734
452	0.04813091111
453	0.04793172142
454	0.04770109066
455	0.047480663
456	0.04730740097
457	0.04705623195
458	0.04685457617
459	0.04660417315
460	0.0463412736
461	0.04609965704
462	0.04590580132
463	0.04587353
464	0.04571692931
465	0.0455423052
466	0.04529731782
467	0.04509873335
468	0.04489555742
469	0.04466446547
470	0.04437145019
471	0.04425852524
472	0.04422441993
473	0.04395975999
474	0.04379612937
475	0.0435991973
476	0.04340015983
477	0.04331792932
478	0.04325220924
479	0.04307527601
480	0.0430519323
481	0.04296322751
482	0.04281966864
483	0.04259628093
484	0.04238962366
485	0.04214583742
486	0.04205310797
487	0.0419357973
488	0.04182755654
489	0.04155377926
490	0.04130615622
491	0.04120761403
492	0.04090669751
493	0.04072623357
494	0.04055931619
495	0.04041812257
496	0.04019395561
497	0.03988036344
498	0.03967927285
499	0.03951428201
500	0.03949569777
501	0.03928023535
502	0.03926096675
503	0.0391583481
504	0.03894587197
505	0.03873995315
506	0.03853717682
507	0.03840327486
508	0.03833509292
509	0.03809405537
510	0.03792078524
511	0.03773019839
512	0.03765488991
513	0.03750871762
514	0.03732955875
515	0.03729678356
516	0.03722922512
517	0.03705216582
518	0.03686194903
519	0.03669248798
520	0.03651620322
521	0.03636853518
522	0.03618156103
523	0.03616160461
524	0.03595976443
525	0.03586938416
526	0.0357053005
527	0.03553433311
528	0.03545758643
529	0.03532226948
530	0.03509434379
531	0.03500240022
532	0.03486630126
533	0.03465353831
534	0.0345019743
535	0.03429103326
536	0.03411667752
537	0.03397728671
538	0.03374217203
539	0.03353991315
540	0.03341621269
541	0.03329010531
542	0.03309780853
543	0.03299233363
544	0.03279582823
545	0.03267720073
546	0.03257753666
547	0.0325156599
548	0.0323816496
549	0.03218315636
550	0.03210058975
551	0.03194695836
552	0.0317893621
553	0.03176577645
554	0.03159002766
555	0.03155136333
556	0.03147586904
557	0.03135895765
558	0.03126339001
559	0.0311614648
560	0.03098774106
561	0.03082617452
562	0.03077185584
563	0.0306025621
564	0.03041789542
565	0.0302437813
566	0.03008076554
567	0.02993802752
568	0.02987684068
569	0.02973325492
570	0.02959436776
571	0.0294417832
572	0.02931924944
573	0.02915881806
574	0.02903157535
575	0.02892092045
576	0.0287638948
577	0.02870351125
578	0.028614277
579	0.02846947561
580	0.02828867528
581	0.0281668372
582	0.02800321774
583	0.02786402451
584	0.02781331027
585	0.02773048953
586	0.02770967593
587	0.02767175654
588	0.02752969491
589	0.02735784718
590	0.02718331856
591	0.02716456255
592	0.02713834654
593	0.02698219608
594	0.02679145967
595	0.02670571838
596	0.02658049406
597	0.02645888201
598	0.02640604387
599	0.02629508564
600	0.026206956
601	0.02603400877
602	0.02591781721
603	0.02574717373
604	0.02565102608
605	0.0255989234
606	0.02543581379
607	0.02524056126
608	0.02520695833
609	0.02519071985
610	0.02509111078
611	0.0249406385
612	0.02483144039
613	0.02480073202
614	0.02468055985
615	0.02454402163
616	0.02446080112
617	0.02439145507
618	0.02427079396
619	0.02425261237
620	0.02423348014
621	0.02410545172
622	0.02396503721
623	0.02391893324
624	0.02379104303
625	0.02373272557
626	0.02368438568
627	0.02359188405
628	0.02355949877
629	0.02343487699
630	0.0233624238
631	0.02322650461
632	0.02311924099
633	0.02300142416
634	0.02290654431
635	0.02289323488
636	0.02279491673
637	0.02277129561
638	0.02267354111
639	0.02257764516
640	0.02245284718
641	0.02235105381
642	0.02222451198
643	0.0221899289
644	0.02213662893
645	0.02205937225
646	0.02200151388
647	0.02198973922
648	0.02195069691
649	0.02183089167
650	0.02171011552
651	0.02162181765
652	0.02160020188
653	0.02153544976
654	0.02151942451
655	0.02140492729
656	0.02139457585
657	0.02134724655
658	0.02125660957
659	0.02116947634
660	0.02115905898
661	0.02106163124
662	0.02102208415
663	0.02093191941
664	0.02080609031
665	0.02067829239
666	0.02064592042
667	0.02062320378
668	0.02053548839
669	0.02046967871
670	0.02036503111
671	0.02020345902
672	0.02009485913
673	0.02007585402
674	0.02006236068
675	0.02003462093
676	0.01991601493
677	0.01981698401
678	0.01980174582
679	0.01972805452
680	0.01965157108
681	0.01963445275
682	0.0195274054
683	0.01942573598
684	0.01928916045
685	0.01927210138
686	0.01926376388
687	0.01916080394
688	0.01905688804
689	0.01898721509
690	0.01897866434
691	0.01896039378
692	0.01894575745
693	0.01886439303
694	0.01879144013
695	0.01870461944
696	0.01863363184
697	0.01854184097
698	0.01846724555
699	0.01839941548
700	0.0183786671
701	0.01829410932
702	0.01826215266
703	0.01815129267
704	0.01806745237
705	0.0180243658
706	0.017928347
707	0.01785737511
708	0.0177851579
709	0.01776839235
710	0.01775879308
711	0.01766787876
712	0.01763081718
713	0.01757165724
714	0.01756374601
715	0.01747859748
716	0.01738026298
717	0.0172931588
718	0.01722870647
719	0.01714073089
720	0.01708069127
721	0.01698398728
722	0.01688600367
723	0.01678955017
724	0.01677186503
725	0.01665177362
726	0.01657443614
727	0.01644770816
728	0.01635329481
729	0.01629179953
730	0.01628089358
731	0.01620046773
732	0.01610661223
733	0.01606157737
734	0.0159688223
735	0.01589446497
736	0.01582963008
737	0.015822121
738	0.01576129527
739	0.01567129823
740	0.01559197172
741	0.01551207541
742	0.01550457346
743	0.01543751666
744	0.01534656416
745	0.01529223504
746	0.01528133487
747	0.01525235748
748	0.01514874868
749	0.01507
750	0.01501785336
751	0.01491408634
752	0.01490726007
753	0.01480982606
754	0.01472220876
755	0.01464358151
756	0.01463340746
757	0.0146175606
758	0.01460565291
759	0.01455428725
760	0.01451848062
761	0.01451249843
762	0.01441396099
763	0.01435080205
764	0.01431403191
765	0.01425950218
766	0.01424852751
767	0.0141673671
768	0.01408221627
769	0.01403399649
770	0.01402894889
771	0.0139712786
772	0.0138731423
773	0.01384130394
774	0.01381861964
775	0.01372604316
776	0.01371598591
777	0.01362683838
778	0.01361549362
779	0.01352745026
780	0.01352166062
781	0.01351097465
782	0.01345971175
783	0.01340892882
784	0.01336805844
785	0.01330177902
786	0.0132585692
787	0.01317112751
788	0.01316578606
789	0.01315708766
790	0.01311340903
791	0.01303669875
792	0.01296298031
793	0.01291045248
794	0.01287412232
795	0.01283804362
796	0.01274602338
797	0.01268223712
798	0.01261382488
799	0.01256421466
800	0.01250425516
801	0.01242997878
802	0.01241525099
803	0.01236918169
804	0.01229926487
805	0.012207149
806	0.0121410111
807	0.01213614187
808	0.01212072528
809	0.01206435818
810	0.01201166666
811	0.01200439449
812	0.01194367399
813	0.01189404708
814	0.01184452564
815	0.01175815312
816	0.0117177182
817	0.01164861929
818	0.01157882102
819	0.0115512389
820	0.0115466249
821	0.01151180611
822	0.01149983682
823	0.01144139596
824	0.01140374525
825	0.01135107386
826	0.01131026742
827	0.01124813206
828	0.01120180247
829	0.01111905529
830	0.01105931804
831	0.01101850493
832	0.01100046807
833	0.01092772662
834	0.01088483812
835	0.01084468007
836	0.01081305745
837	0.01080523788
838	0.01074437157
839	0.01073023085
840	0.01072597593
841	0.01071860062
842	0.01071324539
843	0.01069680773
844	0.01064080311
845	0.01056684215
846	0.01050838794
847	0.01044418542
848	0.01041816863
849	0.0103603073
850	0.01032316399
851	0.01031343384
852	0.01028541789
853	0.01025267703
854	0.01024630439
855	0.0101975743
856	0.01013450314
857	0.01007656523
858	0.01001366106
859	0.009987413397
860	0.009930350484
861	0.009924948286
862	0.00986386455
863	0.009825098237
864	0.009822412813
865	0.009767684618
866	0.009733864429
867	0.009677426791
868	0.009638507522
869	0.00962352765
870	0.009568531537
871	0.009517909263
872	0.009479675055
873	0.00947232844
874	0.00943083765
875	0.009422417697
876	0.00935767999
877	0.009321916725
878	0.009319278574
879	0.009267153961
880	0.009228294299
881	0.009184449348
882	0.00912687256
883	0.009093668778
884	0.009051275819
885	0.009037694684
886	0.008993502535
887	0.008979614981
888	0.008939555467
889	0.0088767823
890	0.00882762735
891	0.008802337765
892	0.008768779201
893	0.008728703456
894	0.008675928105
895	0.008672199771
896	0.008616640697
897	0.008576084408
898	0.008567519413
899	0.008514097102
900	0.008471176406
901	0.008463659942
902	0.008409501024
903	0.008383266893
904	0.00835428952
905	0.0083065186
906	0.008278678845
907	0.008238514052
908	0.008232864655
909	0.008182851564
910	0.008146140764
911	0.008100238436
912	0.008093808279
913	0.008038444062
914	0.008034651795
915	0.008031159955
916	0.008013352162
917	0.007994239127
918	0.007941288999
919	0.007937894464
920	0.0078856727
921	0.007852680289
922	0.007805426107
923	0.007769854804
924	0.007715904337
925	0.007709263923
926	0.007671482491
927	0.007666866388
928	0.007642433321
929	0.007600215393
930	0.007564923039
931	0.007516933252
932	0.007509924147
933	0.007474061518
934	0.007469475542
935	0.007445816872
936	0.007406916483
937	0.007352809176
938	0.00732117088
939	0.007317487878
940	0.007292826161
941	0.007253503931
942	0.007225556779
943	0.00718233283
944	0.007146850201
945	0.007118870788
946	0.007102287661
947	0.007058589797
948	0.007026616761
949	0.007009243545
950	0.006975811518
951	0.006936957935
952	0.006934221104
953	0.006891630256
954	0.00685699628
955	0.006819690057
956	0.006783016062
957	0.006761655391
958	0.006730433528
959	0.006692889446
960	0.006660128766
961	0.006653964396
962	0.006635324609
963	0.006593684411
964	0.006569361872
965	0.006566496836
966	0.006564502278
967	0.006520369203
968	0.006496244822
969	0.006462814042
970	0.006443631275
971	0.006416767455
972	0.006373200374
973	0.006337045082
974	0.006320381125
975	0.006295111803
976	0.00627390168
977	0.006249656044
978	0.00620297599
979	0.006170314513
980	0.0061314454
981	0.006120591728
982	0.006089767183
983	0.006061150856
984	0.006053840618
985	0.006012486056
986	0.005975899665
987	0.005965884089
988	0.005948740837
989	0.005934613027
990	0.005932267642
991	0.005928628921
992	0.005897390129
993	0.005870771148
994	0.005848536903
995	0.005829091494
996	0.005798339945
997	0.005792626373
998	0.005778192156
999	0.0057763105
